date,unit_id,loss_category,system,subsystem,component,loss_usd,linked_event_id
2023-12-23,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,421.74,
2023-12-23,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,410.85,
2023-12-23,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,684.76,
2023-12-23,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,273.9,
2023-12-23,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,238.33,
2023-12-23,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,357.5,
2023-12-23,STS-U1,Energy,Electrical,Transformers,GSU Transformer,595.83,
2023-12-23,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1200.07,
2023-12-23,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,436.39,
2023-12-23,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,545.49,
2023-12-23,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,669.7,
2023-12-23,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,148.82,
2023-12-23,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,446.47,
2023-12-23,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,223.23,
2023-12-23,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,63.8,
2023-12-23,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,159.5,
2023-12-23,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,95.7,
2023-12-23,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,466.29,EVT-2024-06-AUXDRIFT
2023-12-23,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,52.53,
2023-12-23,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,777.14,EVT-2024-06-AUXDRIFT
2023-12-23,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,87.54,
2023-12-23,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,310.86,EVT-2024-06-AUXDRIFT
2023-12-23,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,35.02,
2023-12-23,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,29.15,
2023-12-23,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,43.72,
2023-12-23,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,72.86,
2023-12-23,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,497.61,
2023-12-23,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,180.94,
2023-12-23,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,226.19,
2023-12-24,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,967.17,
2023-12-24,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,214.93,
2023-12-24,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,644.78,
2023-12-24,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,322.39,
2023-12-24,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,247.49,
2023-12-24,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,618.72,
2023-12-24,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,371.24,
2023-12-24,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,443.02,
2023-12-24,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,738.38,
2023-12-24,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,295.35,
2023-12-24,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,218.11,
2023-12-24,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,327.17,
2023-12-24,STS-U1,Energy,Electrical,Transformers,GSU Transformer,545.28,
2023-12-24,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,992.68,
2023-12-24,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,360.97,
2023-12-24,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,451.22,
2023-12-24,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,699.06,
2023-12-24,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,155.35,
2023-12-24,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,466.04,
2023-12-24,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,233.02,
2023-12-24,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,68.4,
2023-12-24,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,171.01,
2023-12-24,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,102.61,
2023-12-24,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,515.08,EVT-2024-06-AUXDRIFT
2023-12-24,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,56.54,
2023-12-24,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,858.46,EVT-2024-06-AUXDRIFT
2023-12-24,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,94.24,
2023-12-24,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,343.38,EVT-2024-06-AUXDRIFT
2023-12-24,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,37.69,
2023-12-24,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,37.11,
2023-12-24,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,55.67,
2023-12-24,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,92.78,
2023-12-24,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,526.53,
2023-12-24,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,191.45,
2023-12-24,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,239.33,
2023-12-25,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1163.89,
2023-12-25,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,258.64,
2023-12-25,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,775.93,
2023-12-25,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,387.96,
2023-12-25,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,296.73,
2023-12-25,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,741.83,
2023-12-25,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,445.1,
2023-12-25,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,313.0,
2023-12-25,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,521.67,
2023-12-25,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,208.67,
2023-12-25,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,235.44,
2023-12-25,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,353.16,
2023-12-25,STS-U1,Energy,Electrical,Transformers,GSU Transformer,588.6,
2023-12-25,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1279.88,
2023-12-25,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,465.41,
2023-12-25,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,581.76,
2023-12-25,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,826.65,
2023-12-25,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,183.7,
2023-12-25,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,551.1,
2023-12-25,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,275.55,
2023-12-25,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,82.11,
2023-12-25,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,205.26,
2023-12-25,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,123.16,
2023-12-25,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,607.86,EVT-2024-06-AUXDRIFT
2023-12-25,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,39.94,
2023-12-25,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1013.1,EVT-2024-06-AUXDRIFT
2023-12-25,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,66.58,
2023-12-25,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,405.24,EVT-2024-06-AUXDRIFT
2023-12-25,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,26.63,
2023-12-25,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,51.57,
2023-12-25,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,77.36,
2023-12-25,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,128.94,
2023-12-25,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,638.46,
2023-12-25,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,232.18,
2023-12-25,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,290.21,
2023-12-26,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1676.43,
2023-12-26,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,372.54,
2023-12-26,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1117.62,
2023-12-26,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,558.81,
2023-12-26,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,319.55,
2023-12-26,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,798.86,
2023-12-26,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,479.32,
2023-12-26,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,348.46,
2023-12-26,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,580.77,
2023-12-26,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,232.31,
2023-12-26,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,260.66,
2023-12-26,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,390.99,
2023-12-26,STS-U1,Energy,Electrical,Transformers,GSU Transformer,651.66,
2023-12-26,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1227.86,
2023-12-26,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,446.49,
2023-12-26,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,558.12,
2023-12-26,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,897.43,
2023-12-26,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,199.43,
2023-12-26,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,598.28,
2023-12-26,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,299.14,
2023-12-26,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,80.39,
2023-12-26,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,200.96,
2023-12-26,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,120.58,
2023-12-26,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,611.35,EVT-2024-06-AUXDRIFT
2023-12-26,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,44.5,
2023-12-26,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1018.92,EVT-2024-06-AUXDRIFT
2023-12-26,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,74.18,
2023-12-26,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,407.57,EVT-2024-06-AUXDRIFT
2023-12-26,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,29.67,
2023-12-26,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,43.88,
2023-12-26,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,65.81,
2023-12-26,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,109.69,
2023-12-26,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,623.41,
2023-12-26,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,226.65,
2023-12-26,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,283.37,
2023-12-27,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1140.6,
2023-12-27,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,253.47,
2023-12-27,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,760.4,
2023-12-27,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,380.2,
2023-12-27,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,291.18,
2023-12-27,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,727.95,
2023-12-27,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,436.77,
2023-12-27,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,361.4,
2023-12-27,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,602.34,
2023-12-27,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,240.93,
2023-12-27,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,239.28,
2023-12-27,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,358.93,
2023-12-27,STS-U1,Energy,Electrical,Transformers,GSU Transformer,598.21,
2023-12-27,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1230.92,
2023-12-27,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,447.61,
2023-12-27,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,559.51,
2023-12-27,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,779.16,
2023-12-27,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,173.15,
2023-12-27,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,519.44,
2023-12-27,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,259.72,
2023-12-27,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,77.0,
2023-12-27,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,192.51,
2023-12-27,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,115.51,
2023-12-27,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,567.9,EVT-2024-06-AUXDRIFT
2023-12-27,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,46.13,
2023-12-27,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,946.5,EVT-2024-06-AUXDRIFT
2023-12-27,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,76.89,
2023-12-27,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,378.6,EVT-2024-06-AUXDRIFT
2023-12-27,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,30.75,
2023-12-27,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,41.54,
2023-12-27,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,62.31,
2023-12-27,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,103.86,
2023-12-27,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,596.08,
2023-12-27,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,216.75,
2023-12-27,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,270.95,
2023-12-28,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1153.05,
2023-12-28,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,256.23,
2023-12-28,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,768.7,
2023-12-28,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,384.35,
2023-12-28,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,310.65,
2023-12-28,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,776.62,
2023-12-28,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,465.97,
2023-12-28,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,414.71,
2023-12-28,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,691.18,
2023-12-28,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,276.47,
2023-12-28,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,251.7,
2023-12-28,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,377.55,
2023-12-28,STS-U1,Energy,Electrical,Transformers,GSU Transformer,629.24,
2023-12-28,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1259.6,
2023-12-28,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,458.04,
2023-12-28,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,572.55,
2023-12-28,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,750.66,
2023-12-28,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,166.81,
2023-12-28,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,500.44,
2023-12-28,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,250.22,
2023-12-28,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,74.68,
2023-12-28,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,186.7,
2023-12-28,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,112.02,
2023-12-28,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,541.24,EVT-2024-06-AUXDRIFT
2023-12-28,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,52.91,
2023-12-28,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,902.07,EVT-2024-06-AUXDRIFT
2023-12-28,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,88.19,
2023-12-28,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,360.83,EVT-2024-06-AUXDRIFT
2023-12-28,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,35.28,
2023-12-28,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,47.01,
2023-12-28,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,70.52,
2023-12-28,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,117.54,
2023-12-28,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,572.12,
2023-12-28,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,208.09,
2023-12-28,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,260.05,
2023-12-29,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,964.55,
2023-12-29,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,214.34,
2023-12-29,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,643.03,
2023-12-29,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,321.52,
2023-12-29,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,253.8,
2023-12-29,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,634.49,
2023-12-29,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,380.7,
2023-12-29,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,429.62,
2023-12-29,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,716.04,
2023-12-29,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,286.41,
2023-12-29,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,219.48,
2023-12-29,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,329.22,
2023-12-29,STS-U1,Energy,Electrical,Transformers,GSU Transformer,548.7,
2023-12-29,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1162.28,
2023-12-29,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,422.65,
2023-12-29,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,528.31,
2023-12-29,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,781.89,
2023-12-29,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,173.75,
2023-12-29,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,521.26,
2023-12-29,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,260.63,
2023-12-29,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,77.51,
2023-12-29,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,193.78,
2023-12-29,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,116.26,
2023-12-29,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,590.0,EVT-2024-06-AUXDRIFT
2023-12-29,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,54.85,
2023-12-29,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,983.34,EVT-2024-06-AUXDRIFT
2023-12-29,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,91.41,
2023-12-29,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,393.34,EVT-2024-06-AUXDRIFT
2023-12-29,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,36.56,
2023-12-29,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,44.74,
2023-12-29,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,67.11,
2023-12-29,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,111.84,
2023-12-29,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,611.67,
2023-12-29,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,222.43,
2023-12-29,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,278.03,
2023-12-30,STS-U1,Capacity,Boiler,Availability,Unit 1,2672.73,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Capacity,Controls,Availability,Unit 1,190.91,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Capacity,Electrical,Availability,Unit 1,381.82,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Capacity,Plant,Availability,Unit 1,572.73,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1325.16,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,294.48,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,883.44,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,441.72,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,287.33,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,718.33,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,431.0,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,333.39,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,555.64,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,222.26,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,236.25,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,354.38,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Electrical,Transformers,GSU Transformer,590.63,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1095.61,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,398.4,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,498.0,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,777.22,EVT-DRAFT-20231230-11
2023-12-30,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,172.72,EVT-DRAFT-20231230-11
